RecallID,Title,RecallDate,LastPublishDate,Hazard,Manufacturer,InjuryCount,URL
8939,Fire Pit Tables Sold Exclusively at Big Lots Recalled Due to Fire Hazard; Manufactured by Sunjoy,2020-11-10T00:00:00,2020-11-10T00:00:00,"An incorrectly installed burner kit hose can melt and ignite, posing a fire hazard.","Sunjoy Industries Co., Ltd., of China",1,https://www.cpsc.gov/Recalls/2021/Fire-Pit-Tables-Sold-Exclusively-at-Big-Lots-Recalled-Due-to-Fire-Hazard-Manufactured-by-Sunjoy
8936,Kohl's Recalls Three-Wick SONOMA Goods For Life Branded Candles Due to Fire and Burn Hazards,2020-11-10T00:00:00,2020-11-10T00:00:00,"The candle's high flames can ignite the surface of the wax or cause the glass to break, posing fire and burn hazards.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Kohls-Recalls-Three-Wick-SONOMA-Goods-For-Life-Branded-Candles-Due-to-Fire-and-Burn-Hazards
8937,Quality Bicycle Products Recalls Salsa Cycles Cutthroat Bicycles Due To Injury Hazard,2020-11-10T00:00:00,2020-11-10T00:00:00,"The bicycle's fork legs can crack or break, posing a fall hazard to the rider.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Quality-Bicycle-Products-Recalls-Salsa-Cycles-Cutthroat-Bicycles-Due-To-Injury-Hazard
8940,Ring Recalls Video Doorbells (2nd Generation) Due to Fire Hazard,2020-11-10T00:00:00,2020-11-10T00:00:00,"The video doorbell's battery can overheat when the incorrect screws are used for installation, posing fire and burn hazards.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Ring-Recalls-Video-Doorbells-2nd-Generation-Due-to-Fire-Hazard
8935,Alliance Outdoor Products Recalls Climbing Treestands Due to Fall Hazard,2020-11-04T00:00:00,2020-11-04T00:00:00,"The cable assemblies on the treestand can separate due to corrosion, posing a fall hazard to the user.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Alliance-Outdoor-Products-Recalls-Climbing-Treestands-Due-to-Fall-Hazard
8931,Coulter Ventures Recalls Rogue Home Timers Due to Fire Hazard; Sold Exclusively at Rogue Fitness,2020-11-04T00:00:00,2020-11-04T00:00:00,"The lithium-ion battery inside the timer can burn due to overheating, posing a fire hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Coulter-Ventures-Recalls-Rogue-Home-Timers-Due-to-Fire-Hazard-Sold-Exclusively-at-Rogue-Fitness
8934,Target Recalls Toddler Boots Due to Choking Hazard,2020-11-04T00:00:00,2020-11-04T00:00:00,"The toggle on the boot can detach from the elastic lace, posing a choking hazard to children.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Target-Recalls-Toddler-Boots-Due-to-Choking-Hazard
8932,Walker Edison Recalls Chests Due to Tip-Over and Entrapment Hazards,2020-11-04T00:00:00,2020-11-04T00:00:00,"The recalled drawer chests are unstable if they are not anchored to the wall, posing serious tip-over and entrapment hazards that may result in death ",Unknown,1,https://www.cpsc.gov/Recalls/2021/Walker-Edison-Recalls-Chests-Due-to-Tip-Over-and-Entrapment-Hazards
8933,YETI Recalls Rambler Travel Mugs with Stronghold Lid Due to Injury and Burn Hazards,2020-11-04T00:00:00,2020-11-04T00:00:00,"The magnet slider on the lid can eject and hot contents can spill out, posing injury and burn hazards.",Unknown,1,https://www.cpsc.gov/Recalls/2021/YETI-Recalls-Rambler-Travel-Mugs-with-Stronghold-Lid-Due-to-Injury-and-Burn-Hazards
8929,Gorilla Commerce Recalls Oven Liners Due to Risk of Carbon Monoxide Poisoning (Recall Alert),2020-10-29T00:00:00,2020-10-29T00:00:00,"If the oven liner is not cut or configured for the exact specifications of the oven and it is placed over any vents or other openings in the oven, car","Keli New Materials Co. Ltd, of Zhejiang, China",1,https://www.cpsc.gov/Recalls/2021/Gorilla-Commerce-Recalls-Oven-Liners-Due-to-Risk-of-Carbon-Monoxide-Poisoning-Recall-Alert
8928,Mueller Austria Recalls Onion Choppers Due to Serious Laceration Hazard,2020-10-29T00:00:00,2020-10-29T00:00:00,"The product's locking tab can detach from the rest of the unit during use, causing hands and fingers to slide into the blades.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Mueller-Austria-Recalls-Onion-Choppers-Due-to-Serious-Laceration-Hazard
8930,Serena & Lily Recalls Nash Convertible Cribs Due to Injury Hazard (Recall Alert),2020-10-29T00:00:00,2020-10-29T00:00:00,"The leg can become partially detached from the crib's headboard and footboard, posing an injury hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Serena-and-Lily-Recalls-Nash-Convertible-Cribs-Due-to-Injury-Hazard-Recall-Alert
8927,Porter World Trade Recalls Ron Jon Surf Shop Sippy Cup Due to Violations of Federal Lead Content and Phthalates Bans,2020-10-28T00:00:00,2020-10-28T00:00:00,The plastic characters on the recalled Sippy Cup contain levels of lead that exceed the federal lead content ban and contain levels of a regulated pht,"Yitak Industry Company Limited, of China",1,https://www.cpsc.gov/Recalls/2021/Porter-World-Trade-Recalls-Ron-Jon-Surf-Shop-Sippy-Cup-Due-to-Violations-of-Federal-Lead-Content-and-Phthalates-Bans
8926,Schneider Electric Recalls Surgeloc™ Surge Protection Devices Due to Fire Hazard,2020-10-28T00:00:00,2020-10-28T00:00:00,"The Surgeloc Surge Protection Device can experience an arc event, which can result in a fire hazard.","Schneider Electric Systems USA, Inc., of Foxboro, ",1,https://www.cpsc.gov/Recalls/2021/Schneider-Electric-Recalls-Surgeloc-Surge-Protection-Devices-Due-to-Fire-Hazard
8925,Rocky Mountain Oils Recalls Wintergreen Essential Oil and Oil Blends Due to Failure to Meet Child Resistant Packaging Requirement; Risk of Poisoning (,2020-10-22T00:00:00,2020-10-22T00:00:00,The products contain the substance methyl salicylate which must be in child resistant packaging as required by the Poison Prevention Packaging Act. Th,"Rocky Mountain Oils, of Orem, Utah",1,https://www.cpsc.gov/Recalls/2021/Rocky-Mountain-Oils-Recalls-Wintergreen-Essential-Oil-and-Oil-Blends-Due-to-Failure-to-Meet-Child-Resistant-Packaging-Requirement-Risk-of-Poisoning-Recall-Alert
8924,Bed Bath & Beyond Recalls SALT Lounge Chairs Due to Fall Hazard,2020-10-21T00:00:00,2020-10-21T00:00:00,"The locking mechanism on the chair frame can disengage, posing a fall hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Bed-Bath-and-Beyond-Recalls-SALT-Lounge-Chairs-Due-to-Fall-Hazard
8923,CB2 Recalls Trace Bookcases Due to Risk of Collapse; Injury Hazard to Consumers,2020-10-21T00:00:00,2020-10-21T00:00:00,"The bookcase frame can collapse when fully loaded, posing an injury hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2021/CB2-Recalls-Trace-Bookcases-Due-to-Risk-of-Collapse-Injury-Hazard-to-Consumers
8921,Crate and Barrel Recalls Danish Tall Bookcases Due to Risk of Collapse; Injury Hazard to Consumers,2020-10-21T00:00:00,2020-10-21T00:00:00,"The bookcase can collapse when fully loaded, posing an injury hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Crate-and-Barrel-Recalls-Danish-Tall-Bookcases-Due-to-Risk-of-Collapse-Injury-Hazard-to-Consumers
8922,Jakks Pacific Recalls to Repair Morfboard® Skate & Scoot Scooters Due to Fall Hazard,2020-10-21T00:00:00,2020-10-21T00:00:00,"The ""Y"" handlebar joint on the scooter can break, posing a fall hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Jakks-Pacific-Recalls-to-Repair-Morfboard-Skate-Scoot-Scooters-Due-to-Fall-Hazard
8919,Peloton Recalls PR70P Bike Pedals Due to Laceration Hazard (Recall Alert),2020-10-15T00:00:00,2020-10-15T00:00:00,"PR70P Clip-In Pedals can break unexpectedly during use, causing laceration injuries.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Peloton-Recalls-PR70P-Bike-Pedals-Due-to-Laceration-Hazard-Recall-Alert
8920,Sales BSD Recalls Homerygardens Extension Cord Splitters Due to Fire Hazard (Recall Alert),2020-10-15T00:00:00,2020-10-15T00:00:00,"The wire size of the recalled extension cords cannot handle the appropriate amp load and lacks protective features, posing a fire hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Sales-BSD-Recalls-Homerygardens-Extension-Cord-Splitters-Due-to-Fire-Hazard-Recall-Alert
8918,Westinghouse Lighting Recalls Outdoor Ceiling Fans Due to Impact Injury Hazard (Recall Alert),2020-10-09T00:00:00,2020-10-09T00:00:00,"The fan blades can crack and break, posing an impact injury hazard.","Westinghouse Lighting, of Philadelphia, Pa.",1,https://www.cpsc.gov/Recalls/2021/Westinghouse-Lighting-Recalls-Outdoor-Ceiling-Fans-Due-to-Impact-Injury-Hazard-Recall-Alert
8916,CB2 Recalls Bordo Dining Tables Due to Injury Hazard,2020-10-07T00:00:00,2020-10-07T00:00:00,"The table legs can become unsteady when moved, causing the table to collapse, posing an injury hazard.","NTN CO. LTD, of Vietnam",1,https://www.cpsc.gov/Recalls/2021/CB2-Recalls-Bordo-Dining-Tables-Due-to-Injury-Hazard
8915,Endliss Technology Recalls Trianium Battery Phone Cases Due to Burn Hazard; Sold Exclusively on Amazon.com,2020-10-07T00:00:00,2020-10-07T00:00:00,"The lithium-ion battery in the cases can overheat resulting in thermal runaway, posing a burn hazard to consumers.",Unknown,1,https://www.cpsc.gov/Recalls/2021/Endliss-Technology-Recalls-Trianium-Battery-Phone-Cases-Due-to-Burn-Hazard-Sold-Exclusively-on-Amazon-com
8917,Harbor Breeze Kingsbury Ceiling Fans Recalled by HKC-US Due to Impact and Laceration Injury Hazards; Sold Exclusively at Lowe's Stores,2020-10-07T00:00:00,2020-10-07T00:00:00,"The light globe can fall from its housing, posing an impact and laceration injury hazards.",Hong Kong China Electric Appliance Manufacture Co.,1,https://www.cpsc.gov/Recalls/2021/Harbor-Breeze-Kingsbury-Ceiling-Fans-Recalled-by-HKC-US-Due-to-Impact-and-Laceration-Injury-Hazards-Sold-Exclusively-at-Lowes-Stores
8914,Prestone Products Recalls Antifreeze Due to Failure to Meet Child Resistant Packaging Requirements; Risk of Poisoning,2020-10-07T00:00:00,2020-10-07T00:00:00,The antifreeze products contain the substance ethylene glycol which must be in child resistant packaging as required by the Poison Prevention Packagin,"Prestone Products Corporation, of Rosemont, Ill.",1,https://www.cpsc.gov/Recalls/2021/Prestone-Products-Recalls-Antifreeze-Due-to-Failure-to-Meet-Child-Resistant-Packaging-Requirements-Risk-of-Poisoning
8913,Petzl Recalls Safety Ropes Due to Fall and Injury Hazard,2020-09-30T00:00:00,2020-09-30T00:00:00,"The rope can have a deep cut or tape securing two ends of rope together, which can cause the rope to fail, posing fall and injury hazards to the user.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Petzl-Recalls-Safety-Ropes-Due-to-Fall-and-Injury-Hazard
8912,STIHL Recalls to Repair Mini-Cultivator Attachments Due to Laceration Hazard,2020-09-30T00:00:00,2020-09-30T00:00:00,"The gearbox could have mistakenly been installed upside down by the STIHL dealer causing the tines to rotate backwards toward the operator, posing a l","STIHL Incorporated, of Virginia Beach, VA",1,https://www.cpsc.gov/Recalls/2020/STIHL-Recalls-to-Repair-Mini-Cultivator-Attachments-Due-to-Laceration-Hazard
8910,CFMOTO Recalls Recreational Off-Highway Vehicles Due to Crash Hazard (Recall Alert),2020-09-24T00:00:00,2020-09-24T00:00:00,The throttle gas pedal can fail to return quickly to the idle position which can create a crash hazard if the vehicle does not slow down as quickly as,Unknown,1,https://www.cpsc.gov/Recalls/2020/CFMOTO-Recalls-Recreational-Off-Highway-Vehicles-Due-to-Crash-Hazard-Recall-Alert
8911,The Vitamin Shoppe Recalls Vthrive Bioactive Multivitamins Due to Failure to Meet Child Resistant Packaging Requirement; Risk of Poisoning (Recall Ale,2020-09-24T00:00:00,2020-09-24T00:00:00,"The multivitamins' packaging is not child resistant as required by the Poison Prevention Packaging Act. The capsules inside the bottle contain iron, w",Unknown,1,https://www.cpsc.gov/Recalls/2020/The-Vitamin-Shoppe-Recalls-Vthrive-Bioactive-Multivitamins-Due-to-Failure-to-Meet-Child-Resistant-Packaging-Requirement-Risk-of-Poisoning-Recall-Alert
8906,Caravan Global Recalls Chairs Due to Fall and Injury Hazards; Sold Exclusively at H-E-B Stores,2020-09-23T00:00:00,2020-09-23T00:00:00,"The chair's plastic bracket can bend or fail, and cause the fabric seat to rip apart from the frame, posing fall and injury hazards to the user.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Caravan-Global-Recalls-Chairs-Due-to-Fall-and-Injury-Hazards-Sold-Exclusively-at-H-E-B-Stores
8908,Kobalt Cordless Electric Chainsaws Sold Exclusively at Lowe's Stores Recalled Due to Laceration Hazard; Distributed by Hongkong Sun Rise Trading,2020-09-23T00:00:00,2020-09-23T00:00:00,"The chainsaw can remain in the ""on"" position, posing a laceration hazard to consumers.","Changzhou Globe Co. Ltd., of China",1,https://www.cpsc.gov/Recalls/2020/Kobalt-Cordless-Electric-Chainsaws-Sold-Exclusively-at-Lowes-Stores-Recalled-Due-to-Laceration-Hazard-Distributed-by-Hongkong-Sun-Rise-Trading
8909,Kobalt Cordless Electric Pole Saws Sold Exclusively at Lowe's Stores Recalled Due to Laceration Hazard; Distributed by Hongkong Sun Rise Trading,2020-09-23T00:00:00,2020-09-23T00:00:00,"The switch on the recalled pole saws can fail while under a heavy load, and cause the unit to continue running after the user releases the trigger, po","Changzhou Globe Co. Ltd., of China",1,https://www.cpsc.gov/Recalls/2020/Kobalt-Cordless-Electric-Pole-Saws-Sold-Exclusively-at-Lowes-Stores-Recalled-Due-to-Laceration-Hazard-Distributed-by-Hongkong-Sun-Rise-Trading
8905,Pedego Recalls Electric Bikes Due to Fall Hazard,2020-09-23T00:00:00,2020-09-23T00:00:00,"An improperly manufactured electrical cable can cause the bicycle to accelerate unexpectedly, posing a fall hazard to the user.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Pedego-Recalls-Electric-Bikes-Due-to-Fall-Hazard
8907,Specialized Bicycle Components Recalls Sirrus Bicycles with Alloy Cranks Due to Fall and Injury Hazards,2020-09-23T00:00:00,2020-09-23T00:00:00,"The crank arm can disengage and cause the bicycle's rider to lose control, posing fall and injury hazards.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Specialized-Bicycle-Components-Recalls-Sirrus-Bicycles-with-Alloy-Cranks-Due-to-Fall-and-Injury-Hazards
8903,Monoprice Recalls Ethernet Cables Due to Fire Hazard,2020-09-16T00:00:00,2020-09-16T00:00:00,"The cables do not meet the flammability requirements of the UL 1666 voluntary safety standard, posing a fire hazard when the cable is exposed to a fla",Unknown,1,https://www.cpsc.gov/Recalls/2020/Monoprice-Recalls-Ethernet-Cables-Due-to-Fire-Hazard
8904,MWE Investments Recalls Westinghouse Portable Generators Due to Fire Hazard,2020-09-16T00:00:00,2020-09-16T00:00:00,"The recalled portable generators can leak fuel, posing a fire and burn hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2020/MWE-Investments-Recalls-Westinghouse-Portable-Generators-Due-to-Fire-Hazard
8902,RH Recalls Industrial Three-Panel Mirrors Due to Injury Hazard,2020-09-16T00:00:00,2020-09-16T00:00:00,"The mirror panels can become loose, detach from the backing and fall, posing an injury hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2020/RH-Recalls-Industrial-Three-Panel-Mirrors-Due-to-Injury-Hazard
8901,Medique Recalls 31 Different Over-the-Counter Drugs Due to Failure to Meet Child Resistant Packaging Requirement; Risk of Poisoning; Sold Exclusively ,2020-09-11T00:00:00,2020-09-11T00:00:00,The over-the-counter products contain regulated substances which must be in child resistant packaging when being used in the household as required by ,"Medique, of Fort Myers, Fla.",1,https://www.cpsc.gov/Recalls/2020/Medique-Recalls-31-Different-Over-the-Counter-Drugs-Due-to-Failure-to-Meet-Child-Resistant-Packaging-Requirement-Risk-of-Poisoning-Sold-Exclusively-on-Amazon-com-Recall-Alert
8899,Organic Aromas Recalls Wintergreen Essential Oil Due to Failure to Meet Child Resistant Packaging Requirements; Risk of Poisoning (Recall Alert),2020-09-10T00:00:00,2020-09-10T00:00:00,The product contains the substance methyl salicylate which must be in child resistant packaging as required by the Poison Prevention Packaging Act (PP,"Organic Aromas, of Taiwan",1,https://www.cpsc.gov/Recalls/2020/Organic-Aromas-Recalls-Wintergreen-Essential-Oil-Due-to-Failure-to-Meet-Child-Resistant-Packaging-Requirements-Risk-of-Poisoning-Recall-Alert
8900,Residential Elevators Recalls Elevators Due to Impact Hazard (Recall Alert),2020-09-10T00:00:00,2020-09-10T00:00:00,"The elevator cab can rise unexpectedly to the top of the elevator shaft and abruptly stop, posing an impact hazard to any occupants in the elevator ca","Residential Elevators Inc., of Crawfordville, Fla.",1,https://www.cpsc.gov/Recalls/2020/Residential-Elevators-Recalls-Elevators-Due-to-Impact-Hazard-Recall-Alert
8898,Cycling Sports Group Recalls Front Racks for Cannondale Treadwell Bicycles Due to Fall Hazard,2020-09-09T00:00:00,2020-09-09T00:00:00,"The recalled front racks on the bicycles can detach and cause the bicycle's front wheel to abruptly stop, posing a fall hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Cycling-Sports-Group-Recalls-Front-Racks-for-Cannondale-Treadwell-Bicycles-Due-to-Fall-Hazard
8897,Royal Gourmet Recalls Deluxe Gas Grills Due to Fire Hazard; Sold Exclusively at Wayfair.com,2020-09-09T00:00:00,2020-09-09T00:00:00,"The grill's plastic regulator hose can melt and catch fire, posing a fire hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Royal-Gourmet-Recalls-Deluxe-Gas-Grills-Due-to-Fire-Hazard-Sold-Exclusively-at-Wayfaircom
8896,WHILL Recalls WHILL Personal Electric Vehicles Due to Crash and Injury Hazards,2020-09-09T00:00:00,2020-09-09T00:00:00,"The vehicle's control pad can malfunction causing the power to turn on/off and the speed to increase/decrease, posing crash and injury hazards.","WHILL, Inc. (Japan), of Japan",1,https://www.cpsc.gov/Recalls/2020/WHILL-Recalls-WHILL-Personal-Electric-Vehicles-Due-to-Crash-and-Injury-Hazards
8894,CFMOTO Recalls Recreational Off-Highway Vehicles Due to Fire Hazard (Recall Alert),2020-09-03T00:00:00,2020-09-03T00:00:00,The fuel line fitting on the vehicles can fail to securely lock onto the fuel injector inlet. This can allow fuel to spill onto the hot engine parts a,Unknown,1,https://www.cpsc.gov/Recalls/2020/CFMOTO-Recalls-Recreational-Off-Highway-Vehicles-Due-to-Fire-Hazard-Recall-Alert
8895,Decathlon USA Recalls Swiss Balls Due to Injury Hazard (Recall Alert),2020-09-03T00:00:00,2020-09-03T00:00:00,"The recalled exercise balls can unexpectedly burst, causing the user to fall to the floor, posing an injury hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Decathlon-USA-Recalls-Swiss-Balls-Due-to-Injury-Hazard-Recall-Alert
8893,SODA SENSE Recalls CO2 Canisters Due To Injury Hazard (Recall Alert),2020-09-03T00:00:00,2020-09-03T00:00:00,"A valve in the canister can break, allowing CO2 to forcefully eject the top valve, posing an injury hazard to consumers.","CO2 Exchange LLC, dba SODA SENSE, of Green Bay, Wi",1,https://www.cpsc.gov/Recalls/2020/SODA-SENSE-Recalls-CO2-Canisters-Due-To-Injury-Hazard-Recall-Alert
8892,StoreYourBoard.com Recalls Hi-Lift Storage Hoists Due to Injury Hazard (Recall Alert),2020-09-03T00:00:00,2020-09-03T00:00:00,"The green straps can break while the Hi-Lift Storage Hoist is in use, causing whatever object was being stored in the hoist to fall, posing an injury ",Unknown,1,https://www.cpsc.gov/Recalls/2020/StoreYourBoard-com-Recalls-Hi-Lift-Storage-Hoists-Due-to-Injury-Hazard-Recall-Alert
8890,Advantus Recalls Fluorescent Computer Task Lamps Due to Burn Hazard,2020-09-02T00:00:00,2020-09-02T00:00:00,"The tape used to contain wire components within the lamps case housing can overheat and melt, posing a burn hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Advantus-Recalls-Fluorescent-Computer-Task-Lamps-Due-to-Burn-Hazard
8891,"Hanamint Recalls Swivel Rockers, Club Swivel Rockers and Club Swivel Gliders Due to Fall Hazard",2020-09-02T00:00:00,2020-09-02T00:00:00,"The chair's post can separate from base, posing a fall hazard to the user.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Hanamint-Recalls-Swivel-Rockers-Club-Swivel-Rockers-and-Club-Swivel-Gliders-Due-to-Fall-Hazard
8889,"IMMI Recalls Harnesses Made for Polaris, Can-Am, and Kawasaki UTVs Due to Injury Hazard",2020-09-02T00:00:00,2020-09-02T00:00:00,"The harness can be missing stitching, posing an injury hazard to the occupant by failing to properly restrain them in the event of a crash.","Indiana Mills & Manufacturing, Inc., of Westfield,",1,https://www.cpsc.gov/Recalls/2020/IMMI-Recalls-Harnesses-Made-for-Polaris-Can-Am-and-Kawasaki-UTVs-Due-to-Injury-Hazard
8887,Amazon Recalls Calmer Solutions Wintergreen Essential Oil Due to Failure to Meet Child Resistant Packaging Requirement; Risk of Poisoning (Recall Aler,2020-08-27T00:00:00,2020-08-27T00:00:00,The product contains the substance methyl salicylate which must be in child resistant packaging as required by the Poison Prevention Packaging Act (PP,"Calmer Solutions, of United Kingdom",1,https://www.cpsc.gov/Recalls/2020/Amazon-Recalls-Calmer-Solutions-Wintergreen-Essential-Oil-Due-to-Failure-to-Meet-Child-Resistant-Packaging-Requirement-Risk-of-Poisoning-Recall-Alert
8888,Amazon Recalls Mystic Moments Birch Sweet Essential Oil Due to Failure to Meet Child Resistant Packaging Requirement; Risk of Poisoning (Recall Alert),2020-08-27T00:00:00,2020-08-27T00:00:00,The product contains the substance methyl salicylate which must be in child resistant packaging as required by the Poison Prevention Packaging Act (PP,"Mystic Moments UK, of United Kingdom",1,https://www.cpsc.gov/Recalls/2020/Amazon-Recalls-Mystic-Moments-Birch-Sweet-Essential-Oil-Due-to-Failure-to-Meet-Child-Resistant-Packaging-Requirement-Risk-of-Poisoning-Recall-Alert
8886,CPSC and Morpher Warn Consumers to Stop Using and Dispose of Bicycle Helmets Due to Risk of Head Injury; Recalling Firm is Unable to Conduct Recall (R,2020-08-27T00:00:00,2020-08-27T00:00:00,"The bicycle helmets do not comply with the federal safety standard for bicycle helmets, posing a risk of head injury.","Strategic Sports Limited, of Hong Kong",1,https://www.cpsc.gov/Recalls/2020/CPSC-and-Morpher-Warn-Consumers-to-Stop-Using-and-Dispose-of-Bicycle-Helmets-Due-to-Risk-of-Head-Injury-Recalling-Firm-is-Unable-to-Conduct-Recall-Recall-Alert
8884,CMP Group Recalls Dock Ladders Due to Laceration Hazard,2020-08-26T00:00:00,2020-08-26T00:00:00,"The edges on the side of the steps are sharp and can cut consumers, posing a laceration hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2020/CMP-Group-Recalls-Dock-Ladders-Due-to-Laceration-Hazard
8885,Communicorp Recalls Plush Aflac Doctor Duck Due to Violation of Federal Lead Content Ban; Lead Poisoning Hazard,2020-08-26T00:00:00,2020-08-26T00:00:00,The buttons on the lab coat worn by the Doctor Duck contain levels of lead that exceed the federal lead content standard. Lead is toxic if ingested by,Unknown,1,https://www.cpsc.gov/Recalls/2020/Communicorp-Recalls-Plush-Aflac-Doctor-Duck-Due-to-Violation-of-Federal-Lead-Content-Ban-Lead-Poisoning-Hazard
8883,woom bikes USA Recalls Children's Helmets Due to Risk of Head Injury (Recall Alert),2020-08-21T00:00:00,2020-08-21T00:00:00,"The recalled helmets do not meet the federal safety standard, posing a risk of head injury.","Aurorasports Ltd., of China",1,https://www.cpsc.gov/Recalls/2020/woom-bikes-USA-Recalls-Childrens-Helmets-Due-to-Risk-of-Head-Injury-Recall-Alert
8881,Hasbro Recalls Super Soaker XP 20 and XP 30 Water Blasters Due to Violation of Federal Lead Content Ban; Sold Exclusively at Target,2020-08-19T00:00:00,2020-08-19T00:00:00,The decorative sticker on the water tank of the water blaster toys contain levels of lead in the ink that exceed the federal lead content ban. Lead is,"Hasbro, Inc., of Pawtucket, R.I.",1,https://www.cpsc.gov/Recalls/2020/Hasbro-Recalls-Super-Soaker-XP-20-and-XP-30-Water-Blasters-Due-to-Violation-of-Federal-Lead-Content-Ban-Sold-Exclusively-at-Target
8880,Lithonia Lighting Recalls to Repair CFMK Surface Mount Brackets Used with CPANL LEDs Due to Impact Hazard,2020-08-19T00:00:00,2020-08-19T00:00:00,"The brackets can fail to securely surface mount the CPANL LED and fall unexpectedly, posing a risk of injury from impact.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Lithonia-Lighting-Recalls-to-Repair-CFMK-Surface-Mount-Brackets-Used-with-CPANL-LEDs-Due-to-Impact-Hazard
8882,Pier 1 Recalls Three-Wick Halloween Candles Due to Fire and Burn Hazards,2020-08-19T00:00:00,2020-08-19T00:00:00,"The candle's high flames can ignite the surface of the wax, posing fire and burn hazards.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Pier-1-Recalls-Three-Wick-Halloween-Candles-Due-to-Fire-and-Burn-Hazards
8879,Signature Hardware Recalls Medicine Cabinets Due to Injury Hazard,2020-08-19T00:00:00,2020-08-19T00:00:00,"The mirror can detach and fall from the medicine cabinet door, posing an injury hazard.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Signature-Hardware-Recalls-Medicine-Cabinets-Due-to-Injury-Hazard
8878,Active Brands Recalls Bicycle Helmets Due to Risk of Head Injury,2020-08-12T00:00:00,2020-08-12T00:00:00,"The bicycle helmets do not comply with the U.S. CPSC federal safety standard for bicycle helmets, posing a risk of head injury.","Active Brands AS, of Norway",1,https://www.cpsc.gov/Recalls/2020/Active-Brands-Recalls-Bicycle-Helmets-Due-to-Risk-of-Head-Injury
8876,CPSC and Crown Darts UK Warn Consumers to Stop Using and Dispose of Banned Lawn Dart Sets; Recalling Firm is Unable to Conduct Recall,2020-08-12T00:00:00,2020-08-12T00:00:00,"Lawn darts are banned in the U.S. due to serious risks of skull punctures and other serious injuries, particularly to children.","Crown Darts UK, of United Kingdom",1,https://www.cpsc.gov/Recalls/2020/CPSC-and-Crown-Darts-UK-Warn-Consumers-to-Stop-Using-and-Dispose-of-Banned-Lawn-Dart-Sets-Recalling-Firm-is-Unable-to-Conduct-Recall
8875,Intertex Recalls Blowers Due To Fire Hazard,2020-08-12T00:00:00,2020-08-12T00:00:00,"The utility outlets on the side of the blowers are not protected by a circuit breaker. If the outlet becomes overloaded or short-circuited, it could o",Unknown,1,https://www.cpsc.gov/Recalls/2020/Intertex-Recalls-Blowers-Due-To-Fire-Hazard
8877,Thule Recalls Strollers Due to Injury Hazard,2020-08-12T00:00:00,2020-08-12T00:00:00,"The stroller's handlebar can detach, posing an injury hazard to children.",Unknown,1,https://www.cpsc.gov/Recalls/2020/Thule-Recalls-Strollers-Due-to-Injury-Hazard
8874,Transform Recalls Four-Drawer Chests Due to Tip-Over and Entrapment Hazards; Sold Exclusively at Kmart,2020-08-11T00:00:00,2020-08-11T00:00:00,"The recalled chests are unstable and can tip over if not anchored to the wall, posing serious tip-over and entrapment hazards that can result in death","Moveis K1 LTDA, of Brazil",1,https://www.cpsc.gov/Recalls/2020/Transform-Recalls-Four-Drawer-Chests-Due-to-Tip-Over-and-Entrapment-Hazards-Sold-Exclusively-at-Kmart
8873,"REVIVE Essential Oil Recalls Wintergreen and Birch Essential Oils and Sore No More, Ache Away and Breeze Essential Oil Blends Due to Failure to Meet C",2020-08-06T00:00:00,2020-08-06T00:00:00,The products contain the substance methyl salicylate which must be in child resistant packaging as required by the Poison Prevention Packaging Act (PP,Unknown,1,https://www.cpsc.gov/Recalls/2020/REVIVE-Essential-Oil-Recalls-Wintergreen-and-Birch-Essential-Oils-and-Sore-No-More-Ache-Away-and-Breeze-Essential-Oil-Blends-Due-to-Failure-to-Meet-Child-Resistant-Packaging-Requirement-Risk-of-Poisoning-Recall-Alert
